[CAT=list]	Statystyki kobiet w Pucharze Świata w biathlonie 2012/2013	Statystyki mężczyzn w Pucharze Świata w biathlonie 2012/2013	None
[CAT=sport]	Narciarstwo alpejskie na Zimowej Uniwersjadzie 2013 – kombinacja kobiet	Narciarstwo alpejskie na Zimowej Uniwersjadzie 2013 – kombinacja mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowej Uniwersjadzie 2013 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowej Uniwersjadzie 2013 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowej Uniwersjadzie 2013 – slalom kobiet	Narciarstwo alpejskie na Zimowej Uniwersjadzie 2013 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowej Uniwersjadzie 2013 – supergigant kobiet	Narciarstwo alpejskie na Zimowej Uniwersjadzie 2013 – supergigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowej Uniwersjadzie 2013 – zjazd kobiet	Narciarstwo alpejskie na Zimowej Uniwersjadzie 2013 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1936 – kombinacja kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1936 – kombinacja mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1948 – kombinacja kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1948 – kombinacja mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1948 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1948 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1948 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1948 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1952 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1952 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1952 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1952 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1952 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1952 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1956 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1956 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1956 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1956 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1956 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1956 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1960 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1960 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1960 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1960 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1960 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1960 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1964 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1964 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1964 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1964 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1964 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1964 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1968 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1968 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1968 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1968 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1968 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1968 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1972 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1972 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1972 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1972 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1972 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1972 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1976 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1976 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1976 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1976 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1976 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1976 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1980 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1980 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1980 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1980 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1980 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1980 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1984 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1984 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1984 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1984 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1984 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1984 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1988 – kombinacja kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1988 – kombinacja mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1988 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1988 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1988 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1988 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1988 – supergigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1988 – supergigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1988 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1988 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1992 – kombinacja kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1992 – kombinacja mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1992 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1992 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1992 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1992 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1992 – supergigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1992 – supergigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1992 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1992 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1994 – kombinacja kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1994 – kombinacja mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1994 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1994 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1994 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1994 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1994 – supergigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1994 – supergigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1994 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1994 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1998 – kombinacja kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1998 – kombinacja mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1998 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1998 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1998 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1998 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1998 – supergigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1998 – supergigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1998 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 1998 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2002 – kombinacja kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2002 – kombinacja mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2002 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2002 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2002 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2002 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2002 – supergigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2002 – supergigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2002 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2002 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2006 – kombinacja kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2006 – kombinacja mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2006 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2006 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2006 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2006 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2006 – supergigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2006 – supergigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2006 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2006 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2010 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2010 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2010 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2010 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2010 – supergigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2010 – supergigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2010 – superkombinacja kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2010 – superkombinacja mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2010 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2010 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2014 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2014 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2014 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2014 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2014 – supergigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2014 – supergigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2014 – superkombinacja kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2014 – superkombinacja mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2014 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2014 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2018 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2018 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2018 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2018 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2018 – supergigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2018 – supergigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2018 – superkombinacja kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2018 – superkombinacja mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2018 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Olimpijskich 2018 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2010 – slalom gigant kobiet – osoby na wózkach	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2010 – slalom gigant mężczyzn – osoby na wózkach	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2010 – slalom gigant kobiet – osoby niewidome	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2010 – slalom gigant mężczyzn – osoby niewidome	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2010 – slalom kobiet – osoby stojące	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2010 – slalom mężczyzn – osoby stojące	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2010 – zjazd kobiet – osoby niewidome	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2010 – zjazd mężczyzn – osoby niewidome	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2018 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2018 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2018 – slalom kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2018 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2018 – supergigant kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2018 – supergigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2018 – superkombinacja kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2018 – superkombinacja mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2018 – zjazd kobiet	Narciarstwo alpejskie na Zimowych Igrzyskach Paraolimpijskich 2018 – zjazd mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2010 – slalom drużynowo kobiet	Narciarstwo alpejskie na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2010 – slalom drużynowo mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2010 – slalom gigant drużynowo kobiet	Narciarstwo alpejskie na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2010 – slalom gigant drużynowo mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2010 – slalom gigant kobiet	Narciarstwo alpejskie na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2010 – slalom gigant mężczyzn	None
[CAT=sport]	Narciarstwo alpejskie na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2010 – slalom kobiet	Narciarstwo alpejskie na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2010 – slalom mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowej Uniwersjadzie 2013 – skicross kobiet	Narciarstwo dowolne na Zimowej Uniwersjadzie 2013 – skicross mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowej Uniwersjadzie 2013 – slopestyle kobiet	Narciarstwo dowolne na Zimowej Uniwersjadzie 2013 – slopestyle mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 1992 – jazda po muldach kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 1992 – jazda po muldach mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 1994 – jazda po muldach kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 1994 – jazda po muldach mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 1994 – skoki akrobatyczne kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 1994 – skoki akrobatyczne mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2002 - jazda po muldach kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2002 - jazda po muldach mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2002 - skoki akrobatyczne kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2002 - skoki akrobatyczne mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2006 - jazda po muldach kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2006 - jazda po muldach mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2006 - skoki akrobatyczne kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2006 - skoki akrobatyczne mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2010 - jazda na muldach kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2010 - jazda na muldach mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2010 - skoki akrobatyczne kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2010 - skoki akrobatyczne mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2014 – halfpipe kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2014 – halfpipe mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2014 – jazda po muldach kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2014 – jazda po muldach mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2014 – skicross kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2014 – skicross mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2014 – skoki akrobatyczne kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2014 – skoki akrobatyczne mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2014 – slopestyle kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2014 – slopestyle mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2018 – halfpipe kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2018 – halfpipe mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2018 – jazda po muldach kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2018 – jazda po muldach mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2018 – skicross kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2018 – skicross mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2018 – skoki akrobatyczne kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2018 – skoki akrobatyczne mężczyzn	None
[CAT=sport]	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2018 – slopestyle kobiet	Narciarstwo dowolne na Zimowych Igrzyskach Olimpijskich 2018 – slopestyle mężczyzn	None
[CAT=sport]	Narciarstwo wodne na Plażowych Igrzyskach Azjatyckich 2012 - triki kobiet	Narciarstwo wodne na Plażowych Igrzyskach Azjatyckich 2012 - triki mężczyzn	None
[CAT=sport]	Narciarstwo wodne na Plażowych Igrzyskach Azjatyckich 2012 - wakeboarding kobiet	Narciarstwo wodne na Plażowych Igrzyskach Azjatyckich 2012 - wakeboarding mężczyzn	None
[CAT=sport]	Olympiakos Pireus (piłka siatkowa kobiet)	Olympiakos Pireus (piłka siatkowa mężczyzn)	None
[CAT=sport]	Ordina Open 2007 (kobiety)	Ordina Open 2007 (mężczyźni)	None
[CAT=sport]	Ordina Open 2008 (kobiety)	Ordina Open 2008 (mężczyźni)	None
[CAT=sport]	Ordina Open 2009 (kobiety)	Ordina Open 2009 (mężczyźni)	None
[CAT=sport]	Pacific Life Open 2006 (kobiety)	Pacific Life Open 2006 (mężczyźni)	None
[CAT=sport]	Pacific Life Open 2007 (kobiety)	Pacific Life Open 2007 (mężczyźni)	None
[CAT=sport]	Pacific Life Open 2008 (kobiety)	Pacific Life Open 2008 (mężczyźni)	None
[CAT=sport]	Patrol wojskowy na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2010 – drużynowo kobiet	Patrol wojskowy na Zimowych Światowych Wojskowych Igrzyskach Sportowych 2010 – drużynowo mężczyzn	None
[CAT=sport]	Penn State Nittany Lions (piłka siatkowa kobiet)	Penn State Nittany Lions (piłka siatkowa mężczyzn)	None
[CAT=sport]	Pilot Pen Tennis 2007 (kobiety)	Pilot Pen Tennis 2007 (mężczyźni)	None
[CAT=sport]	Pilot Pen Tennis 2008 (kobiety)	Pilot Pen Tennis 2008 (mężczyźni)	None
[CAT=sport]	Pilot Pen Tennis 2009 (kobiety)	Pilot Pen Tennis 2009 (mężczyźni)	None
[CAT=sport]	Pilot Pen Tennis 2010 (kobiety)	Pilot Pen Tennis 2010 (mężczyźni)	None
[CAT=sport]	Pięciobój nowoczesny na Letnich Igrzyskach Olimpijskich 2008 – kobiety	Pięciobój nowoczesny na Letnich Igrzyskach Olimpijskich 2008 – mężczyźni	None
[CAT=sport]	Pięciobój nowoczesny na Letnich Igrzyskach Olimpijskich 2012 – kobiety	Pięciobój nowoczesny na Letnich Igrzyskach Olimpijskich 2012 – mężczyźni	None
[CAT=sport]	Pięciobój nowoczesny na Letnich Igrzyskach Olimpijskich 2016 – kobiety	Pięciobój nowoczesny na Letnich Igrzyskach Olimpijskich 2016 – mężczyźni	None
[CAT=sport]	Pięciobój nowoczesny na Światowych Wojskowych Igrzyskach Sportowych 2015 – kobiet drużynowo	Pięciobój nowoczesny na Światowych Wojskowych Igrzyskach Sportowych 2015 – mężczyzn drużynowo	None
[CAT=sport]	Pięciobój nowoczesny na Światowych Wojskowych Igrzyskach Sportowych 2015 – kobiet indywidualnie	Pięciobój nowoczesny na Światowych Wojskowych Igrzyskach Sportowych 2015 – mężczyzn indywidualnie	None
